InChIKey,SMILES,Mutagenicity_target
SBZOGCANHKAYKV-UHFFFAOYSA-N,Cc1ccc(C(O)(P(=O)(O)O)P(=O)(O)O)cc1N(CCCl)CCCl,1
QNQZBKQEIFTHFZ-UHFFFAOYSA-N,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0
WTSKMKRYHATLLL-UHFFFAOYSA-N,CCOCn1cc(F)c(=O)n(C(=O)c2cccc(C(=O)Oc3nc(OC(=O)c4ccccc4)ccc3C#N)c2)c1=O,0
VXFYUTQHAIJKMR-UHFFFAOYSA-N,COCC(O)Cn1cc([N+](=O)[O-])nc1Cl,1
GRVCTHTXJDYIHB-UHFFFAOYSA-N,COc1ccc(C(=C(C#N)CCC(=O)O)c2ccc(OC)cc2)cc1,0
MYSNSNGSKLLDBP-UHFFFAOYSA-N,COc1cc(OC)c(Cl)c(-n2c(-c3ccccc3)cc(=O)c(C)c2-c2ccc(F)cc2)c1,0
FBXPCVIKIBWXAE-UHFFFAOYSA-N,CC(=O)Oc1cc(C=O)cc2c1C(COC(N)=O)C1(OC(C)=O)ON2CC2C1N2C(C)=O,1
VWQZJJZGISNFOE-UHFFFAOYSA-N,O=C(O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,0
IYMCQNNWNNRAQH-UHFFFAOYSA-N,CCc1cccc2c3c([nH]c12)C(C)(CC)OCC3,0
BPFYOAJNDMUVBL-UHFFFAOYSA-N,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,1
QBDSZLJBMIMQRS-UHFFFAOYSA-N,CC(C)(c1ccccc1)c1ccc(O)cc1,0
BHELIUBJHYAEDK-UHFFFAOYSA-N,CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,0
UUTKICFRNVKFRG-UHFFFAOYSA-N,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,0
HGGAKXAHAYOLDJ-UHFFFAOYSA-N,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,0
PWNMXPDKBYZCOO-UHFFFAOYSA-N,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,0
QPWPODQCWFCWKS-UHFFFAOYSA-N,CC(=O)c1cc(NC(=O)Nc2ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c2)ccc1OCC(O)CNC(C)(C)C,0
DMEPDNFRHUGNPT-UHFFFAOYSA-N,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,0
BWTHWMSRTKTAFC-UHFFFAOYSA-N,CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,0
DIWZLEHFHZUKRM-UHFFFAOYSA-N,OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,0
KVBAKSQRUXXHCK-UHFFFAOYSA-N,O=C1NC(=O)C(Cl)=C1Cl,1
YOYAIZYFCNQIRF-UHFFFAOYSA-N,N#Cc1c(Cl)cccc1Cl,0
CCEFMUBVSUDRLG-UHFFFAOYSA-N,C=C(C)C1CCC2(C)OC2C1,0
CSEWAUGPAQPMDC-UHFFFAOYSA-N,Nc1ccc(CC(=O)O)cc1,1
KFKSIUOALVIACE-UHFFFAOYSA-N,O=Cc1cccc(-c2ccccc2)c1,0
GDPRJMAJFSDBKX-UHFFFAOYSA-N,Cc1ccc(N(CCCl)CCCl)cc1,0
ONKNPOPIGWHAQC-UHFFFAOYSA-N,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,0
WDZGGAFMGIOIQS-UHFFFAOYSA-N,O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccccc1,1
CGSLYBDCEGBZCG-UHFFFAOYSA-N,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,0
XURCMZMFZXXQDJ-UHFFFAOYSA-N,CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0
YMMFNKXZULYSOQ-UHFFFAOYSA-N,CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C,1
KVSKGMLNBAPGKH-UHFFFAOYSA-N,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,0
SRUQARLMFOLRDN-UHFFFAOYSA-N,CCCC(=O)c1cc(O)c(O)cc1O,1
KGLPWQKSKUVKMJ-UHFFFAOYSA-N,O=c1[nH][nH]c(=O)c2ccccc12,0
MWBPRDONLNQCFV-UHFFFAOYSA-N,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,1
IOUNQDKNJZEDEP-UHFFFAOYSA-N,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,0
ZXVONLUNISGICL-UHFFFAOYSA-N,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0
GVYLCNUFSHDAAW-UHFFFAOYSA-N,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0
YXALYBMHAYZKAP-UHFFFAOYSA-N,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,1
MAKFMOSBBNKPMS-UHFFFAOYSA-N,Clc1cccnc1Cl,1
FILKGCRCWDMBKA-UHFFFAOYSA-N,Clc1cccc(Cl)n1,0
VAJZCFLYJRMBFN-UHFFFAOYSA-N,C[N+]1(C)CCOCC1,0
SHKUUQIDMUMQQK-UHFFFAOYSA-N,C(CCOCC1CO1)COCC1CO1,1
YSUQLAYJZDEMOT-UHFFFAOYSA-N,CCCCOCC1CO1,1
JDKKCKKFTIMFFD-UHFFFAOYSA-N,Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(N)c6c5O)cc4)cc3)c(O)c2c1,1
IRGWFPQSVKCDEC-UHFFFAOYSA-N,Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1,1
WZUZDBPJFHQVJC-UHFFFAOYSA-N,C=C(Cl)C(Cl)CCl,1
UXDAWVUDZLBBAM-UHFFFAOYSA-N,CCN(CC)C(=O)Cc1ccccc1,0
XFLJNCDBYCPPTE-UHFFFAOYSA-N,[N-]=[N+]=C1C=NC(=O)NC1=O,1
VQOXUMQBYILCKR-UHFFFAOYSA-N,C=CCCCCCCCCCCC,0
BGPPUXMKKQMWLV-UHFFFAOYSA-N,COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,0
DPBJAVGHACCNRL-UHFFFAOYSA-N,C=CC(=O)OCCN(C)C,0
BVURNMLGDQYNAF-UHFFFAOYSA-N,CC(c1ccccc1)N(C)C,0
WPGHPGAUFIJVJF-UHFFFAOYSA-N,Clc1cncc(Cl)c1,0
BBBUAWSVILPJLL-UHFFFAOYSA-N,CCCCC(CC)COCC1CO1,1
JPIYZTWMUGTEHX-UHFFFAOYSA-N,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,1
WHPNHQRWWMLKPJ-UHFFFAOYSA-N,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,1
MOWGHIVIVXUXBY-UHFFFAOYSA-N,Nc1cccc2cc3c(nc12)CCCC3,1
IIDFEIDMIKSJSV-UHFFFAOYSA-N,CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,0
NDSBDLSWTGLNQA-UHFFFAOYSA-N,N#CC(Br)Br,1
CLUWOWRTHNNBBU-UHFFFAOYSA-N,CSCCC=O,0
FOIBFBMSLDGNHL-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,0
OKKRPWIIYQTPQF-UHFFFAOYSA-N,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,1
CHUGKEQJSLOLHL-UHFFFAOYSA-N,OCC(CO)(CBr)CBr,1
KRADHMIOFJQKEZ-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,0
PQRRSJBLKOPVJV-UHFFFAOYSA-N,BrCC(Br)C1CCC(Br)C(Br)C1,0
ZVQXQPNJHRNGID-UHFFFAOYSA-N,CC(C)(C#N)C(C)(C)C#N,0
WHKUVVPPKQRRBV-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OCC(=O)O,0
WUIJTQZXUURFQU-UHFFFAOYSA-N,C=CS(C)(=O)=O,0
BGQDCDRDPCVLJE-UHFFFAOYSA-N,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,1
XIUROWKZWPIAIB-UHFFFAOYSA-N,CCOP(=S)(OCC)OP(=S)(OCC)OCC,1
FPPLREPCQJZDAQ-UHFFFAOYSA-N,CC(C#N)CCC#N,1
WQMAANNAZKNUDL-UHFFFAOYSA-N,CN(C)CCCl,1
GYXWNSDLDXGMGU-UHFFFAOYSA-N,CC(Cl)CN(C)C,1
BOQSSGDQNWEFSX-UHFFFAOYSA-N,C=C(C)C(=O)OC(C)C,0
LHXDLQBQYFFVNW-UHFFFAOYSA-N,CC12CCC(C1)C(C)(C)C2=O,0
HUHGPYXAVBJSJV-UHFFFAOYSA-N,OCCN1CN(CCO)CN(CCO)C1,1
SFJRUJUEMVAZLM-UHFFFAOYSA-N,CC(C)(C)OCC1CO1,1
PQFRTXSWDXZRRS-UHFFFAOYSA-N,Cn1c([N+](=O)[O-])cnc1COC(N)=O,1
CXBMCYHAMVGWJQ-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1
IDIDJDIHTAOVLG-UHFFFAOYSA-N,CSCC(N)C(=O)O,0
HUIYGGQINIVDNW-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1N,0
TURHTASYUMWZCC-UHFFFAOYSA-N,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],1
NXYYRSJPSPRDEO-UHFFFAOYSA-N,CCN(CC)c1ccc(N=O)c(O)c1,0
SBNFWQZLDJGRLK-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,1
VLBRWDJSOHOVGF-UHFFFAOYSA-N,CCOP(=O)(OCC)Oc1cc(-c2ccccc2)on1,0
WIDHRBRBACOVOY-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,0
GPNAVOJCQIEKQF-UHFFFAOYSA-N,Nc1nc2ccc([N+](=O)[O-])cc2s1,1
LINOMUASTDIRTM-UHFFFAOYSA-N,CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,0
NYPJDWWKZLNGGM-UHFFFAOYSA-N,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0
IHLAQQPQKRMGSS-UHFFFAOYSA-N,NC(=O)CN1CC(O)CC1=O,0
LHRLXHMVKNESOE-UHFFFAOYSA-N,Cc1cccc(CN(C)N=O)c1,1
SGJYQDLYKCDHNS-UHFFFAOYSA-N,Cc1ccc(CN(C)N=O)cc1,0
XUSNPFGLKGCWGN-UHFFFAOYSA-N,NCCCN1CCN(CCCN)CC1,0
SRVFFFJZQVENJC-UHFFFAOYSA-N,CCOC(=O)C1OC1C(=O)NC(CC(C)C)C(=O)NCCC(C)C,0
BHVLXRUVIPEIKP-UHFFFAOYSA-N,CCCn1cc2c3c(cccc31)C1C=C(C)CN(C)C1C2,1
SPFYMRJSYKOXGV-UHFFFAOYSA-N,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,1
WTOVRSWDBLIFHU-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl,0
HWWIYXKSCZCMFV-UHFFFAOYSA-N,CC(=O)N1CCCC1C(=O)N(CC(=O)O)N=O,1
LDLCEGCJYSDJLX-UPHRSURJSA-N,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,1
ZMCHBSMFKQYNKA-UHFFFAOYSA-N,Nc1ccccc1S(=O)(=O)O,1
XMGQYMWWDOXHJM-SNVBAGLBSA-N,C=C(C)[C@@H]1CC=C(C)CC1,0
NOOLISFMXDJSKH-AEJSXWLSSA-N,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0
PJANXHGTPQOBST-VAWYXSNFSA-N,C(=C/c1ccccc1)\c1ccccc1,0
XDTTUTIFWDAMIX-UHFFFAOYSA-N,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],1
BAFKRPOFIYPKBQ-UHFFFAOYSA-N,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,0
OJUGVDODNPJEEC-UHFFFAOYSA-N,O=CC(=O)c1ccccc1,1
SOXAGEOHPCXXIO-UHFFFAOYSA-N,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,0
BPXVHIRIPLPOPT-UHFFFAOYSA-N,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,0
UIAFKZKHHVMJGS-UHFFFAOYSA-N,O=C(O)c1ccc(O)cc1O,0
QNVWGEJMXOQQPM-UHFFFAOYSA-N,Cc1cc(=O)oc2cc(O)cc(O)c12,0
ZZIALNLLNHEQPJ-UHFFFAOYSA-N,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,0
WUADCCWRTIWANL-UHFFFAOYSA-N,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0
KRTSDMXIXPKRQR-AATRIKPKSA-N,CNC(=O)/C=C(\C)OP(=O)(OC)OC,1
KIIVFWSIMRWBKW-UHFFFAOYSA-N,CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,0
WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,0
PXWNBAGCFUDYBE-UHFFFAOYSA-N,Nc1ccccc1C(=O)OCCc1ccccc1,0
DGDAVTPQCQXLGU-UHFFFAOYSA-N,Cc1cccc(C(=O)O)c1[N+](=O)[O-],1
VPKMGDRERYMTJX-CMDGGOBGSA-N,CCC(=O)/C=C/C1C(C)=CCCC1(C)C,0
WSSJONWNBBTCMG-UHFFFAOYSA-N,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,0
AKZHPJMVGQRYGX-UHFFFAOYSA-N,NNc1nc(-c2ccc(N)cc2)cs1,1
PCNFLKVWBDNNOW-UHFFFAOYSA-N,NNc1ccc(C(=O)O)cc1,0
XFUOBHWPTSIEOV-UHFFFAOYSA-N,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1,1
JVTAAEKCZFNVCJ-UWTATZPHSA-N,C[C@@H](O)C(=O)O,0
UBUCNCOMADRQHX-UHFFFAOYSA-N,O=NN(c1ccccc1)c1ccccc1,0
UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,0
ATYLRBXENHNROH-UHFFFAOYSA-N,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,1
LIGACIXOYTUXAW-UHFFFAOYSA-N,O=C(CBr)c1ccccc1,0
JPZOAVGMSDSWSW-UHFFFAOYSA-N,Nc1nc(Cl)cc(Cl)n1,0
IMFYAZJNDOZIFV-UHFFFAOYSA-N,CNC(=O)N(c1ccccc1)c1ccccc1,0
GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1,0
XOJWAAUYNWGQAU-UHFFFAOYSA-N,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,0
JUVSRZCUMWZBFK-UHFFFAOYSA-N,Cc1ccc(N(CCO)CCO)cc1,1
ANUSOIHIIPAHJV-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,0
WAVOOWVINKGEHS-UHFFFAOYSA-N,CCN(CC)c1cccc(O)c1,1
PGRHXDWITVMQBC-UHFFFAOYSA-N,CC(=O)C1C(=O)C=C(C)OC1=O,0
ALIFPGGMJDWMJH-UHFFFAOYSA-N,c1ccc(N=NNc2ccccc2)cc1,1
WAPNOHKVXSQRPX-UHFFFAOYSA-N,CC(O)c1ccccc1,0
RNLHGQLZWXBQNY-UHFFFAOYSA-N,CC1(C)CC(N)CC(C)(CN)C1,0
NKGPJODWTZCHGF-KQYNXXCUSA-N,OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,1
HFCFJYRLBAANKN-UHFFFAOYSA-N,Cc1c(N)cccc1[N+](=O)[O-],1
CMVQZRLQEOAYSW-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(Cl)c1Cl,0
QUIMTLZDMCNYGY-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Cl)cc1Cl,1
NUIURNJTPRWVAP-UHFFFAOYSA-N,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,1
BGKIECJVXXHLDP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,1
HSQFVBWFPBKHEB-UHFFFAOYSA-N,Oc1ccc(Cl)c(Cl)c1Cl,0
AEBJDOTVYMITIA-UHFFFAOYSA-N,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,0
HHLCSFGOTLUREE-UHFFFAOYSA-N,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,1
WWGQHTJIFOQAOC-UHFFFAOYSA-N,Oc1cc(Cl)cc(Cl)c1Cl,0
QWVGKYWNOKOFNN-UHFFFAOYSA-N,Cc1ccccc1O,0
MXXWOMGUGJBKIW-YPCIICBESA-N,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,0
CTQNGGLPUBDAKN-UHFFFAOYSA-N,Cc1ccccc1C,0
KAEZRSFWWCTVNP-UHFFFAOYSA-N,COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1,1
GAUZCKBSTZFWCT-UHFFFAOYSA-N,[O-][N+](=Nc1ccccc1)c1ccccc1,1
BMVWCPGVLSILMU-UHFFFAOYSA-N,O=C1c2ccccc2CCc2ccccc21,0
IBODDUNKEPPBKW-UHFFFAOYSA-N,BrCCCCCBr,1
BXJZZJYNVIDEKG-UHFFFAOYSA-N,CC(=O)c1ccc(Cl)c(Cl)c1Cl,1
HBGGXOJOCNVPFY-UHFFFAOYSA-N,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,0
KWKAKUADMBZCLK-UHFFFAOYSA-N,C=CCCCCCC,0
IALWCYFULVHLEC-UHFFFAOYSA-N,CCCCCCCCOc1ccc(C(=O)O)cc1,0
XHCADAYNFIFUHF-TVKJYDDYSA-N,O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,0
KFUSEUYYWQURPO-UPHRSURJSA-N,Cl/C=C\Cl,0
WHUUTDBJXJRKMK-VKHMYHEASA-N,N[C@@H](CCC(=O)O)C(=O)O,0
ZLCUIOWQYBYEBG-UHFFFAOYSA-N,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1
XTXFAVHDQCHWCS-UHFFFAOYSA-N,CCOc1ccc(NC(C)=O)cc1N,1
ZINRVIQBCHAZMM-UHFFFAOYSA-N,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,1
MAXCWSIJKVASQC-UHFFFAOYSA-N,CN(N=O)c1ccccc1,1
LNYZEFQMIURYEI-UHFFFAOYSA-N,NC(=O)Nc1nc2ccccc2[nH]1,1
LHRCREOYAASXPZ-UHFFFAOYSA-N,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,1
WNAHIZMDSQCWRP-UHFFFAOYSA-N,CCCCCCCCCCCCS,0
WSGURAYTCUVDQL-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2[nH]ncc2c1,1
VDEUYMSGMPQMIK-UHFFFAOYSA-N,O=C(NO)c1ccccc1,1
AHXGXXJEEHFHDK-UHFFFAOYSA-N,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,0
JMFOSJNGKJCTMJ-ZHZULCJRSA-N,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,0
YPRFCQAWSNWRLM-UHFFFAOYSA-N,N#CCc1ccccc1[N+](=O)[O-],1
IKMXRUOZUUKSON-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(CCO)cc1,1
VFLDPWHFBUODDF-FCXRPNKRSA-N,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0
ODQWQRRAPPTVAG-GZTJUZNOSA-N,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,0
MFLWLDDOGSNSKO-UHFFFAOYSA-N,C=CCOC(=O)CCCCCCCC,0
FCSSPCOFDUKHPV-UHFFFAOYSA-N,C=CCSSCCC,0
CDGNLUSBENXDGG-UHFFFAOYSA-N,COc1ccc(N)c(C)c1,1
WDZGGAFMGIOIQS-DHZHZOJOSA-N,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,1
BBNQQADTFFCFGB-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,1
AFFLGGQVNFXPEV-UHFFFAOYSA-N,C=CCCCCCCCC,0
PKOFBDHYTMYVGJ-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(N)(=O)=O)cc1,0
MIYFJEKZLFWKLZ-UHFFFAOYSA-N,O=C(Cc1ccccc1)OCc1ccccc1,0
HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=Cc1ccco1,1
SHZIWNPUGXLXDT-UHFFFAOYSA-N,CCCCCC(=O)OCC,0
MBDOYVRWFFCFHM-SNAWJCMRSA-N,CCC/C=C/C=O,1
LIKMAJRDDDTEIG-UHFFFAOYSA-N,C=CCCCC,0
VADSDVGLFDVIMG-UHFFFAOYSA-N,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,0
JZUTXVTYJDCMDU-MOPGFXCFSA-N,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,0
BXCBUWKTXLWPSB-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1CCl,1
APGGSERFJKEWFG-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(CCl)c1,1
NXTNASSYJUXJDV-UHFFFAOYSA-N,O=C(Cl)c1cccc([N+](=O)[O-])c1,1
NJYZCEFQAIUHSD-UHFFFAOYSA-N,Cc1nc(N)nc(N)n1,0
RUKISNQKOIKZGT-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1Nc1ccccc1,0
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Nc1ccccc1,0
MYWUZJCMWCOHBA-VIFPVBQESA-N,CN[C@@H](C)Cc1ccccc1,0
LLEMOWNGBBNAJR-UHFFFAOYSA-N,Oc1ccccc1-c1ccccc1,0
QIVBCDIJIAJPQS-SECBINFHSA-N,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,0
AXNUJYHFQHQZBE-UHFFFAOYSA-N,Cc1cccc(N)c1N,1
FZERHIULMFGESH-UHFFFAOYSA-N,CC(=O)Nc1ccccc1,0
MIWUTEVJIISHCP-UHFFFAOYSA-N,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,1
JBLIDPPHFGWTKU-UHFFFAOYSA-N,O=C(Cl)c1c(Cl)cccc1Cl,1
UDSFAEKRVUSQDD-UHFFFAOYSA-N,COC(=O)CCCCC(=O)OC,0
MHCVYAFXPIMYRD-UHFFFAOYSA-N,c1ccc(SCCSc2ccccc2)cc1,0
QGLWBTPVKHMVHM-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCCN,1
MPKIJEUTPZPJFP-UHFFFAOYSA-N,Nc1ccc(Oc2ccc(N)c(N)c2)cc1,1
IODWHFFPQHUDAG-UHFFFAOYSA-N,Cc1cc2nc(N)sc2cc1C,1
ZARYBZGMUVAJMK-UHFFFAOYSA-N,Nc1cc(Cl)c([N+](=O)[O-])cc1O,1
YCTAOQGPWNTYJE-UHFFFAOYSA-N,Nc1cc(Cl)cc(S(=O)(=O)O)c1O,0
YSFBEAASFUWWHU-UHFFFAOYSA-N,O=Cc1ccc(Cl)cc1Cl,0
UBCKGWBNUIFUST-YHYXMXQVSA-N,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,0
XLPDVYGDNRIQFV-UHFFFAOYSA-N,Cc1ccc(C(C)(C)O)cc1,0
JBSLOWBPDRZSMB-FPLPWBNLSA-N,CCCCOC(=O)/C=C\C(=O)OCCCC,0
GLZPCOQZEFWAFX-JXMROGBWSA-N,CC(C)=CCC/C(C)=C/CO,0
PKJBWOWQJHHAHG-UHFFFAOYSA-N,Brc1ccc(-c2ccccc2)cc1,0
GEHJBWKLJVFKPS-UHFFFAOYSA-N,O=C(O)C(Cl)Br,1
NDACNGSDAFKTGE-UHFFFAOYSA-N,Oc1cccc(Nc2ccccc2)c1,0
ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,CC(C)C(C)C,0
HNRMPXKDFBEGFZ-UHFFFAOYSA-N,CCC(C)(C)C,0
GSCLMSFRWBPUSK-UHFFFAOYSA-N,CC1CC(=O)O1,1
DPVIABCMTHHTGB-UHFFFAOYSA-N,Clc1cc(Cl)nc(Cl)n1,0
RZKYEQDPDZUERB-UHFFFAOYSA-N,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,0
VMKOFRJSULQZRM-UHFFFAOYSA-N,CCCCCCCCBr,0
LVLNPXCISNPHLE-UHFFFAOYSA-N,Oc1ccc(Cc2ccccc2O)cc1,0
QELUYTUMUWHWMC-UHFFFAOYSA-N,CC1=NN(c2ccccc2)C(=O)C1,0
GRWFGVWFFZKLTI-IUCAKERBSA-N,CC1=CC[C@H]2C[C@@H]1C2(C)C,0
SDDLEVPIDBLVHC-UHFFFAOYSA-N,Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,0
CMEWLCATCRTSGF-UHFFFAOYSA-N,CN(C)c1ccc(N=O)cc1,1
QNLZIZAQLLYXTC-UHFFFAOYSA-N,Cc1ccc2ccccc2c1C,0
HFZKOYWDLDYELC-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1C,1
FVHAWXWFPBPFOS-UHFFFAOYSA-N,Cc1cccc([N+](=O)[O-])c1C,1
BYFNZOKBMZKTSC-UHFFFAOYSA-N,Cc1cc(C)cc([N+](=O)[O-])c1,1
LOIYMIARKYCTBW-OWOJBTEDSA-N,O=C(O)/C=C/c1c[nH]cn1,0
LDLCZOVUSADOIV-UHFFFAOYSA-N,OCCBr,1
ODCNAEMHGMYADO-UHFFFAOYSA-N,Clc1nnc(Cl)c2ccccc12,0
CSWBSLXBXRFNST-MQQKCMAXSA-N,C/C=C/C=C/CCCCCCCO,0
PIAOLBVUVDXHHL-VOTSOKGWSA-N,O=[N+]([O-])/C=C/c1ccccc1,1
PYVWGNPFWVQISD-UHFFFAOYSA-N,Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,1
XJKSTNDFUHDPQJ-UHFFFAOYSA-N,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,0
ISBHMJZRKAFTGE-ARJAWSKDSA-N,CC/C=C\C#N,0
