InChIKey,SMILES,Hepatotoxicity_target
GJSURZIOUXUGAL-UHFFFAOYSA-N,Clc1cccc(Cl)c1NC1=NCCN1,0
GKTWGGQPFAXNFI-UHFFFAOYSA-N,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,1
CHBRHODLKOZEPZ-UHFFFAOYSA-N,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,1
LQOLIRLGBULYKD-UHFFFAOYSA-N,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1
ZPUCINDJVBIVPJ-UHFFFAOYSA-N,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,1
VMIYHDSEFNYJSL-UHFFFAOYSA-N,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,0
MFYSYFVPBJMHGN-UHFFFAOYSA-N,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,0
IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,1
DNTGGZPQPQTDQF-UHFFFAOYSA-N,CC=CC(=O)N(CC)c1ccccc1C,0
JURKNVYFZMSNLP-UHFFFAOYSA-N,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,1
SKYSRIRYMSLOIN-UHFFFAOYSA-N,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0
JJCFRYNCJDLXIK-UHFFFAOYSA-N,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,1
FZFSNGHWAIBELN-UHFFFAOYSA-N,Cc1c2oc3c(C)cccc3nc-2c(C(=O)NC2C(=O)NC(C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,1
RFWZESUMWJKKRN-UHFFFAOYSA-N,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,0
HXGBXQDTNZMWGS-UHFFFAOYSA-N,NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,0
CJBJHOAVZSMMDJ-UHFFFAOYSA-N,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,1
OCJBOOLMMGQPQU-UHFFFAOYSA-N,Clc1ccc(Cl)cc1,1
XAUDJQYHKZQPEU-UHFFFAOYSA-N,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,1
TZXKOCQBRNJULO-UHFFFAOYSA-N,Cc1c(O)c(=O)ccn1C,1
FMGSKLZLMKYGDP-UHFFFAOYSA-N,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,1
WOUOLAUOZXOLJQ-UHFFFAOYSA-N,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,1
GUXHBMASAHGULD-UHFFFAOYSA-N,CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12,1
CVBMAZKKCSYWQR-UHFFFAOYSA-N,COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,0
JAUOIFJMECXRGI-UHFFFAOYSA-N,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1
VWVSBHGCDBMOOT-UHFFFAOYSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,0
ZDIGNSYAACHWNL-UHFFFAOYSA-N,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,0
SNPLKNRPJHDVJA-UHFFFAOYSA-N,CC(C)(CO)C(O)C(=O)NCCCO,0
KWTSXDURSIMDCE-UHFFFAOYSA-N,CC(N)Cc1ccccc1,0
MKXZASYAUGDDCJ-UHFFFAOYSA-N,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,0
VTMVHDZWSFQSQP-UHFFFAOYSA-N,CC12CCCCCC(Cc3ccc(O)cc31)C2N,0
VLCYCQAOQCDTCN-UHFFFAOYSA-N,NCCCC(N)(C(=O)O)C(F)F,0
TYNLGDBUJLVSMA-UHFFFAOYSA-N,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,1
WVYXNIXAMZOZFK-UHFFFAOYSA-N,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,1
YFAGHNZHGGCZAX-UHFFFAOYSA-N,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1
DOBMPNYZJYQDGZ-UHFFFAOYSA-N,O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,0
BXZVVICBKDXVGW-UHFFFAOYSA-N,O=c1nc[nH]c2c1ncn2C1CCC(CO)O1,1
NFDFQCUYFHCNBW-UHFFFAOYSA-N,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,0
XXEPPPIWZFICOJ-UHFFFAOYSA-N,CCN(CC)C(C)C(=O)c1ccccc1,0
RGLYKWWBQGJZGM-UHFFFAOYSA-N,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,1
PSSHQAXMSKKIBE-UHFFFAOYSA-N,CCCCC(F)F,1
WYQPLTPSGFELIB-UHFFFAOYSA-N,CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
WDJUZGPOPHTGOT-UHFFFAOYSA-N,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0
VQKLRVZQQYVIJW-UHFFFAOYSA-N,NNc1nnc(NN)c2ccccc12,1
PXGPLTODNUVGFL-UHFFFAOYSA-N,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,0
IPKKHRVROFYTEK-UHFFFAOYSA-N,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,1
RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1,1
OGAKLTJNUQRZJU-UHFFFAOYSA-N,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,0
HYPPXZBJBPSRLK-UHFFFAOYSA-N,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,0
LTYMSROWYAPPGB-UHFFFAOYSA-N,c1ccc(Sc2ccccc2)cc1,1
OCUJLLGVOUDECM-UHFFFAOYSA-N,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,0
SYJFEGQWDCRVNX-UHFFFAOYSA-N,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,1
UWNSWIXIVDMCHZ-UHFFFAOYSA-N,CC(C)NCCC(C(N)=O)(c1ccccc1)c1ccccn1,1
HJEINPVZRDJRBY-UHFFFAOYSA-N,O=S(=O)(O)OCCOc1ccc(Cl)cc1Cl,1
JRWZLRBJNMZMFE-UHFFFAOYSA-N,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,0
MBMBGCFOFBJSGT-UHFFFAOYSA-N,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,0
HNSDLXPSAYFUHK-UHFFFAOYSA-N,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,0
FGXWKSZFVQUSTL-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0
AVAACINZEOAHHE-UHFFFAOYSA-N,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,1
ODQWQRRAPPTVAG-UHFFFAOYSA-N,CN(C)CCC=C1c2ccccc2COc2ccccc21,1
HKXBNHCUPKIYDM-UHFFFAOYSA-N,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O,0
ZQZFYGIXNQKOAV-UHFFFAOYSA-N,CCC(=C(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,1
CYQFCXCEBYINGO-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,0
RMEDXOLNCUSCGS-UHFFFAOYSA-N,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0
JWJOTENAMICLJG-UHFFFAOYSA-N,CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12,0
BZEWSEKUUPWQDQ-UHFFFAOYSA-N,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,0
FSIRXIHZBIXHKT-UHFFFAOYSA-N,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,1
JAZBEHYOTPTENJ-UHFFFAOYSA-N,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,0
PWVXXGRKLHYWKM-UHFFFAOYSA-N,CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,0
FJZZPCZKBUKGGU-UHFFFAOYSA-N,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,0
GBXSMTUPTTWBMN-UHFFFAOYSA-N,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,1
ZJKNESGOIKRXQY-UHFFFAOYSA-N,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,1
CHNUOJQWGUIOLD-UHFFFAOYSA-N,CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O,1
PIWHBPJCPCXFEU-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)CC(Cc1ccccc1)C(=O)O,0
KAQKFAOMNZTLHT-UHFFFAOYSA-N,CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,0
OROAFUQRIXKEMV-UHFFFAOYSA-N,CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,0
CZKPOZZJODAYPZ-UHFFFAOYSA-N,NC(=O)C1CSSCCC(=O)NC(CCCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)N1,0
YLXBZBPHTNJZQE-UHFFFAOYSA-N,CCC(C)(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,0
JUZNIMUFDBIJCM-UHFFFAOYSA-N,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12,1
SNFOERUNNSHUGP-UHFFFAOYSA-N,O=[N+]([O-])OCC(O[N+](=O)[O-])C(CO[N+](=O)[O-])O[N+](=O)[O-],1
CVBHEIRZLPKMSH-UHFFFAOYSA-N,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2OC(C)=O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,1
TYQXKHPOXXXCTP-UHFFFAOYSA-N,CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,1
AQNDDEOPVVGCPG-UHFFFAOYSA-N,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,0
UYIFTLBWAOGQBI-UHFFFAOYSA-N,CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,0
DOMDFNGDZOMSKY-UHFFFAOYSA-N,CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCCC1,0
JQIYNMYZKRGDFK-UHFFFAOYSA-N,CCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC(=O)CC)CCC12,0
CSIXUYLQIICTBX-UHFFFAOYSA-N,CC12CCC3c4ccc(OC(=O)c5ccc(N(CCCl)CCCl)cc5)cc4CCC3C1CCC2OC(=O)c1ccc(N(CCCl)CCCl)cc1,0
TXHUMRBWIWWBGW-UHFFFAOYSA-N,CCCCCCCCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,0
XRKFWLKYSYKIKT-UHFFFAOYSA-N,CCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,0
FRPJXPJMRWBBIH-UHFFFAOYSA-N,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,1
JKKFKPJIXZFSSB-UHFFFAOYSA-N,CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,1
WCDWBPCFGJXFJZ-UHFFFAOYSA-N,O=C(Cn1ccnc1[N+](=O)[O-])NCCO,1
ZEHYJZXQEQOSON-UHFFFAOYSA-N,C#CC(O)(C=CCl)CC,1
VTUSIVBDOCDNHS-UHFFFAOYSA-N,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,0
VJJPUSNTGOMMGY-UHFFFAOYSA-N,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,0
HQMNCQVAMBCHCO-UHFFFAOYSA-N,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,1
MVGSNCBCUWPVDA-UHFFFAOYSA-N,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1,1
OLNTVTPDXPETLC-UHFFFAOYSA-N,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,1
BMZRVOVNUMQTIN-UHFFFAOYSA-N,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,1
ZPAKPRAICRBAOD-UHFFFAOYSA-N,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,1
TVURRHSHRRELCG-UHFFFAOYSA-N,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,0
AKJHMTWEGVYYSE-UHFFFAOYSA-N,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1,1
PJMPHNIQZUBGLI-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0
JIEKMACRVQTPRC-UHFFFAOYSA-N,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,1
RWTNPBWLLIMQHL-UHFFFAOYSA-N,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0
DBEPLOCGEIEOCV-UHFFFAOYSA-N,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,0
BFUJHVVEMMWLHC-UHFFFAOYSA-N,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1
XBJBPGROQZJDOJ-UHFFFAOYSA-N,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,1
UHRBTBZOWWGKMK-UHFFFAOYSA-N,COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,1
UIOFUWFRIANQPC-UHFFFAOYSA-N,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1
ODKNJVUHOIMIIZ-UHFFFAOYSA-N,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,1
DPSPPJIUMHPXMA-UHFFFAOYSA-N,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,1
WXURHACBFYSXBI-UHFFFAOYSA-N,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0
SMANXXCATUTDDT-UHFFFAOYSA-N,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,0
XSFJVAJPIHIPKU-UHFFFAOYSA-N,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,0
FEBLZLNTKCEFIT-UHFFFAOYSA-N,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0
WJOHZNCJWYWUJD-UHFFFAOYSA-N,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,0
YLRFCQOZQXIBAB-UHFFFAOYSA-N,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,1
WMWTYOKRWGGJOA-UHFFFAOYSA-N,CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
FJLGEFLZQAZZCD-UHFFFAOYSA-N,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,1
BPZSYCZIITTYBL-UHFFFAOYSA-N,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,0
BARDROPHSZEBKC-UHFFFAOYSA-N,CC(OC1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
XWLUWCNOOVRFPX-UHFFFAOYSA-N,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,1
QVNNONOFASOXQV-UHFFFAOYSA-N,CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,0
YAKWPXVTIGTRJH-UHFFFAOYSA-N,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,1
VWUXBMIQPBEWFH-UHFFFAOYSA-N,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,0
PLHJDBGFXBMTGZ-UHFFFAOYSA-N,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,1
BTCSSZJGUNDROE-UHFFFAOYSA-N,NCCCC(=O)O,0
YKGYIDJEEQRWQH-UHFFFAOYSA-N,CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1,1
RZESKRXOCXWCFX-UHFFFAOYSA-N,CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NC)CC(=O)O)CC(=O)O,0
AXFGWXLCWCNPHP-UHFFFAOYSA-N,COCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCOC)CC(=O)O)CC(=O)O,0
ZRCVYEYHRGVLOC-UHFFFAOYSA-N,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,1
CEAZRRDELHUEMR-UHFFFAOYSA-N,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0
GWOFUCIGLDBNKM-UHFFFAOYSA-N,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,1
ZNNLBTZKUZBEKO-UHFFFAOYSA-N,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1
AIJTTZAVMXIJGM-UHFFFAOYSA-N,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,1
HPBNRIOWIXYZFK-UHFFFAOYSA-N,NC(N)=NCC1COC2(CCCCC2)O1,0
IDINUJSAMVOPCM-UHFFFAOYSA-N,NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCN=C(N)N,0
MUQNGPZZQDCDFT-UHFFFAOYSA-N,CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,0
BDSYKGHYMJNPAB-UHFFFAOYSA-N,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
FRCCEHPWNOQAEU-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,1
CKAPSXZOOQJIBF-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
ZTVIKZXZYLEVOL-UHFFFAOYSA-N,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,0
LLPOLZWFYMWNKH-UHFFFAOYSA-N,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,0
LJOQGZACKSYWCH-UHFFFAOYSA-N,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,1
MPBVHIBUJCELCL-UHFFFAOYSA-N,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0
HEFNNWSXXWATRW-UHFFFAOYSA-N,CC(C)Cc1ccc(C(C)C(=O)O)cc1,1
KMIBSUUWQWSRQV-UHFFFAOYSA-N,CC1OC(OC2CC(O)(C(C)O)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)CC(N)C1O,0
XMXHEBAFVSFQEX-UHFFFAOYSA-N,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,0
HIFJCPQKFCZDDL-UHFFFAOYSA-N,CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,0
KLZWOWYOHUKJIG-UHFFFAOYSA-N,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O,1
YBYIRNPNPLQARY-UHFFFAOYSA-N,C1=Cc2ccccc2C1,1
PDWUPXJEEYOOTR-JRGAVVOBSA-N,NC(N)=NCc1cccc([131I])c1,1
YLPBXIKWXNRACS-UHFFFAOYSA-N,CN(CC(O)CO)C(=O)c1c(I)c(NC(=O)C(CO)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,0
GSVQIUGOUKJHRC-UHFFFAOYSA-N,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,0
VVDGWALACJEJKG-UHFFFAOYSA-N,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0
OIRFJRBSRORBCM-UHFFFAOYSA-N,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,0
YQNFBOJPTAXAKV-UHFFFAOYSA-N,CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,0
OEXHQOGQTVQTAT-UHFFFAOYSA-N,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0
HUYWAWARQUIQLE-UHFFFAOYSA-N,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,0
TWBYWOBDOCUKOW-UHFFFAOYSA-N,O=C(O)c1ccncc1,0
YWXYYJSYQOXTPL-UHFFFAOYSA-N,O=[N+]([O-])OC1COC2C(O)COC12,0
YYUAYBYLJSNDCX-UHFFFAOYSA-N,Cc1cc(NC(O)=C2C(=O)c3ccccc3S(=O)(=O)N2C)no1,0
BMUKKTUHUDJSNZ-UHFFFAOYSA-N,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0
FABUFPQFXZVHFB-UHFFFAOYSA-N,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,0
XJSFLOJWULLJQS-UHFFFAOYSA-N,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,1
SBUJHOSQTJFQJX-UHFFFAOYSA-N,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,0
YQEZLKZALYSWHR-UHFFFAOYSA-N,CNC1(c2ccccc2Cl)CCCCC1=O,1
PUAQLLVFLMYYJJ-UHFFFAOYSA-N,CC(N)C(=O)c1ccccc1,1
GKQPCPXONLDCMU-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,1
VPPJLAIAVCUEMN-UHFFFAOYSA-N,COCC(NC(C)=O)C(=O)NCc1ccccc1,0
GUBGYTABKSRVRQ-UHFFFAOYSA-N,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0
ODKSFYDXXFIFQN-UHFFFAOYSA-N,NC(N)=NCCCC(N)C(=O)O,0
JZXRLKWWVNUZRB-UHFFFAOYSA-N,NCCNC(=O)c1ccc(Cl)cn1,1
HPHUVLMMVZITSG-UHFFFAOYSA-N,CCC(C(N)=O)N1CCCC1=O,1
IXHBTMCLRNMKHZ-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,0
ZCGOMHNNNFPNMX-UHFFFAOYSA-N,CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1,0
WTDRDQBEARUVNC-UHFFFAOYSA-N,NC(Cc1ccc(O)c(O)c1)C(=O)O,0
GSDSWSVVBLHKDQ-UHFFFAOYSA-N,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1
UGFHIPBXIWJXNA-UHFFFAOYSA-N,Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,1
TYZROVQLWOKYKF-UHFFFAOYSA-N,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1
VOBHXZCDAVEXEY-UHFFFAOYSA-N,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,0
FFEARJCKVFRZRR-UHFFFAOYSA-N,CSCCC(N)C(=O)O,0
SAPNXPWPAUFAJU-UHFFFAOYSA-N,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,1
WDRYRZXSPDWGEB-UHFFFAOYSA-N,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,1
YPZVAYHNBBHPTO-UHFFFAOYSA-N,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)OCCl,0
PCZOHLXUXFIOCF-UHFFFAOYSA-N,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,1
PQXKDMSYBGKCJA-UHFFFAOYSA-N,O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1,0
SQKUFYLUXROIFM-UHFFFAOYSA-N,Cc1ncc(COP(=O)(O)O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)(O)O)cnc(C)c2O)CC(=O)O)c1O,1
OCSMOTCMPXTDND-UHFFFAOYSA-N,CNC(=O)C(NC(=O)C(CC(C)C)C(O)C(=O)NO)C(C)(C)C,1
IMYZQPCYWPFTAG-UHFFFAOYSA-N,CNC1(C)C2CCC(C2)C1(C)C,0
