InChIKey,SMILES,Respiratory_target
YWTIDNZYLFTNQQ-SNVBAGLBSA-N,C#C[C@@](C)(O)CCC=C(C)C,1
DTYZDNZSCHLPHY-UITAMQMPSA-N,O=C/C=C(\Cl)c1ccc(I)cc1,1
ZDHOBXVUKIFNBV-POHAHGRESA-N,COc1ccc(/C(Cl)=C/C=O)cc1,1
LRAHEMDGLNXPKE-KBNHJXMZSA-N,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)C3CC(C)C4C(C)(C)C([C@@]5(O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)C3C[C@H](O)C12,1
HLPPSQPFFGNHHE-IEBWSBKVSA-N,CCN(C)[C@@H]1CCN([C@@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,1
FTIQEVPFMLQJJT-QFIPXVFZSA-N,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)O,1
SOBIXRUSPZTLPQ-DGCLKSJQSA-N,CC(C)NC[C@@H](O)COc1cccc2cc([C@@H](C)O)oc12,1
HLPPSQPFFGNHHE-MJGOQNOKSA-N,CCN(C)[C@@H]1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,1
WMMZYEBFJWWUJX-YCSGKXEJSA-N,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cccc(OC)c5c4CCN3C[C@H]2CC[C@H]1O,1
JYIJIIVLEOETIQ-XDQVBPFNSA-N,O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3,1
HLPPSQPFFGNHHE-HKUYNNGSSA-N,CCN(C)[C@H]1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,1
ZFLRVRLYWHNAEC-AWEZNQCLSA-N,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,1
ZSCDBOWYZJWBIY-MRXNPFEDSA-N,C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,1
IWQMAUVMLFGNGU-UITAMQMPSA-N,O=C/C=C(\Cl)c1ccc(Cl)cc1,1
MZSUVQFIWWXTFR-AWEZNQCLSA-N,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)NCC3,1
DZRUWBABCQULJK-NSHDSACASA-N,c1ccc2c(c1)OC[C@H](CN1CCCC1)O2,1
UXKLVVLXBLXQBO-FUDKSRODSA-N,CC(C)(C)[C@]1(O)CCN2C[C@@H](c3ccccc3)c3ccccc3[C@@H]2C1,1
RCWFNCXDFSOVLG-UHFFFAOYSA-N,O=C(O)C(=O)CCl,1
OMCPLEZZPVJJIS-STQMWFEESA-N,CC(C)NC[C@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,1
WYTGDNHDOZPMIW-VBNZEHGJSA-N,COC(=O)C1=CO[C@@H](C)[C@H]2C[n+]3ccc4c([n-]c5ccccc54)c3C[C@H]12,1
DAXYUDFNWXHGBE-OBADGVGUSA-N,CC[C@H]1CN2CC[C@@]3(C(=O)Nc4ccccc43)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1
CXABZTLXNODUTD-UHFFFAOYSA-N,O=C(O)C(=O)CF,1
HGPAYXHIEJVIDC-UHFFFAOYSA-N,CCCCCC1=CC2OC(C)(C)C3C=CC(C)=CC3C2C(O)=C1,1
OGDVEMNWJVYAJL-VNIGLLLESA-N,CCOc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]314,1
BSHWLCACYCVCJE-NZQKXSOJSA-N,CCO[C@H](CN1CCN(C[C@H](C)C(=O)c2ccccc2)CC1)c1ccccc1,1
MQPXHFIDWDGJRK-KMKOMSMNSA-N,O=C1CN(/N=C/C(=O)c2ccc([N+](=O)[O-])o2)C(=O)N1,1
DMRCXSXRPZTGSD-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2scc[n+]2[O-])cc1,1
KNRCVAANTQNTPT-JTGULSINSA-N,C[C@@]12C=C[C@H](C1)[C@@H]1C(=O)OC(=O)[C@@H]12,1
WYZJISGSCYROFA-QZQOTICOSA-N,O=c1c2ccccc2nc(/C=C/c2ccccc2)n1-c1nnc(CN(c2ccccc2)c2ccccc2)s1,1
VSXKZWMVPXBGBV-KTKRTIGZSA-N,CN(C)/C=C1\C(=O)Nc2ccccc2N=C1N(C)C,1
NMLUOJBSAYAYEM-XPOGPMDLSA-N,CC[C@H]1CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1
TWEGUVWYPKXWSU-YHYXMXQVSA-N,O=C(/C=N/N1CCOC1=O)c1ccc([N+](=O)[O-])o1,1
YUGZVPKKTDKFMZ-GFCCVEGCSA-N,C[C@@H]1CCCCN1Cc1c[nH]c2ccccc12,1
QUPHNGBWHDVLCY-UHFFFAOYSA-N,CN(C)C1=CC=c2oc(-c3ccccc3)nc2=CC1,1
WFLSCFISQHLEED-GOEBONIOSA-N,CC(C)[C@](C#N)(C[C@H](C)N(C)C)c1ccccc1,1
LJYGXPCCGGSATE-UHFFFAOYSA-P,O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1,1
UPWSEHPIDUSFRO-UHFFFAOYSA-N,O=C(O)C(=O)C(Br)Br,1
JACAAXNEHGBPOQ-LLVKDONJSA-N,CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3,1
PRRZDZJYSJLDBS-UHFFFAOYSA-N,O=C(O)C(=O)CBr,1
AFJPGVUCVDCFPM-GWOIXLOFSA-N,C/C=C1/C[N+]2(C)CC[C@@]34c5ccccc5N[C@]32[C@@H](O)C[C@@H]1[C@]4(CO)C(=O)OC,1
BLGXFZZNTVWLAY-MQPLHJKPSA-N,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@H]1O,1
GKKMZQDANLBXRO-CHHVJCJISA-N,O=C(/C=N/N1CC(CN2CCOCC2)OC1=O)c1ccc([N+](=O)[O-])o1,1
YOAUKNYXWBTMMF-QGZVFWFLSA-N,COc1cc2c(cc1OC)CN1CCc3cc(OC)c(OC)cc3[C@H]1C2,1
IPQGILWDLLCCRZ-ZHACJKMWSA-N,O=C(/C=C/Cl)c1ccc(-c2ccccc2)cc1,1
OONWCXLYKDWKOU-SOFGYWHQSA-N,O=C1NC(=S)S/C1=C/c1ccccc1,1
CSYQMYZKFFZDIU-LBPRGKRZSA-N,C=CCN1CCC[C@H]1c1cccnc1,1
CFMFGANUEMXVTA-ONEGZZNKSA-N,CCC(=O)/C=C/Cl,1
DGTNSSLYPYDJGL-UHFFFAOYSA-N,O=C=Nc1ccccc1,1
YCDOHSUMKPOXSR-ONEGZZNKSA-N,CC(C)C(=O)/C=C/Cl,1
SMGACXZFVXKEAX-LLVKDONJSA-N,CNC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3,1
FVAJBZADZNHVMM-CMDGGOBGSA-N,O=C(/C=C/Cl)c1cccc2ccccc12,1
XGRXFPLTRWEIKB-AATRIKPKSA-N,Cc1ccc(C)c(C(=O)/C=C/Cl)c1,1
GSQNNWOQBPIEJB-SNAWJCMRSA-N,Cc1cc(C)c(C(=O)/C=C/Cl)c(C)c1,1
VDVLYXSQGCISGT-SNAWJCMRSA-N,CCCC(=O)/C=C/Cl,1
MBUVEWMHONZEQD-GOSISDBHSA-N,CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,1
ADRDHEFLWUEGCY-AATRIKPKSA-N,O=C(/C=C/Cl)c1ccc([N+](=O)[O-])cc1,1
ZRMYVWHQZOHYKR-BMLIUANNSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC[C@@H](C)O)[C@@H]1c1ccccc1[N+](=O)[O-],1
JDDMSOFLSWIWJQ-AATRIKPKSA-N,O=C(/C=C/Cl)c1ccc(I)cc1,1
LOQRYJCRHLVLHR-IMVHABQJSA-N,CC1(C)O[C@@H]2[C@@H](O)C34C[C@H](CC[C@H]3[C@@](C)(O)[C@@H]3C[C@H](O)C(C)(C)C32O1)[C@](C)(O)C4,1
RXPBSMJSLNBUBZ-AATRIKPKSA-N,O=C(/C=C/Cl)c1ccc(Br)cc1,1
CIFNTCNQNOLCOU-AATRIKPKSA-N,Cc1ccc(C(=O)/C=C/Cl)c(C)c1,1
DSLXRANAPTYXPW-AATRIKPKSA-N,O=C(/C=C/Cl)c1ccc(Cl)cc1,1
SWZMSZQQJRKFBP-LOWVWBTDSA-N,O=C1C=C2C=C[C@H]3C[C@@]2(O1)[C@H]1CCCCN31,1
FBPZAGOTWAVQJH-XZWHSSHBSA-N,C[C@@]1(O)CC(=O)c2c(cc3ccc(-c4c5c(c(O)c6c(O)cccc46)C(=O)C[C@](C)(O)C5)c(O)c3c2O)C1,1
GYEIFKZLLFIRBQ-BQYQJAHWSA-N,CCc1ccc(C(=O)/C=C/Cl)cc1,1
NTFFVFPCZOKKOT-VOTSOKGWSA-N,COc1ccc(C(=O)/C=C/Cl)cc1,1
NFZJAYYORNVZNI-OCHURCMPSA-N,COC(=O)[C@@]12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)C[C@H](C)[C@@H](O)[C@]4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)C[C@H](C)[C@H]2O,1
YYWGABLTRMRUIT-MQIPJXDCSA-N,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@@H]23,1
MHZUGELJKUYWQA-VOTSOKGWSA-N,O=C(/C=C/Cl)c1ccccc1,1
PXDDMPVNEGCENH-VOTSOKGWSA-N,Cc1ccc(C(=O)/C=C/Cl)cc1,1
JKUCUGXJJULEAH-RMKNXTFCSA-N,N=C1NC(=O)/C(=C\C(=O)c2ccccc2)O1,1
JMDOEUVPOVHBNU-DEBJPHTRSA-N,CC[C@H]1CN1c1nc(N2C[C@@H]2CC)nc(N2C[C@@H]2CC)n1,1
HWXNHESDWWDHHS-AATRIKPKSA-N,O=C(/C=C/Cl)c1ccc(F)cc1,1
ZRMYVWHQZOHYKR-QGHHPUGFSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC[C@@H](C)O)[C@H]1c1ccccc1[N+](=O)[O-],1
NHSSTOSZJANVEV-BYPYZUCNSA-N,CC[C@H](O)C#N,1
WOFDVDFSGLBFAC-GSVOUGTGSA-N,C[C@@H](O)C#N,1
SZINUGQCTHLQAZ-ZLIFDBKOSA-N,CC(=O)C1=C(O)[C@@H]2[C@H]3c4c[nH]c5cccc(c45)C[C@@H]3C(C)(C)N2C1=O,1
RZMOICJDRADLCT-UHFFFAOYSA-N,O=C(CBr)C(=O)CBr,1
JLSVDPQAIKFBTO-KVCYDUFJSA-N,COc1cc(=O)oc(/C=C/C=C/C=C/C(C)=C/[C@]2(C)O[C@H](C)[C@](C)(O)[C@@H]2O)c1C,1
DAJYZXUXDOSMCG-FQLXRVMXSA-N,CCOP(=O)(OCC)O[P@@](=O)(OCC)O[P@](=O)(OCC)OP(=O)(OCC)OCC,1
DFBIRQPKNDILPW-CIVMWXNOSA-N,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2O,1
PEPXNJLMNKYXFN-TWNYKUNSSA-N,CC1(C)[C@@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4C[C@@]3(C[C@@]4(C)O)[C@H](O)[C@@H](O)[C@@]21O,1
PGJCDWGWSPHVKN-VKHMYHEASA-N,CO[C@H]1CC1(Cl)Cl,1
PIJVFDBKTWXHHD-UKRRQHHQSA-N,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@@H]1N2C,1
BKMHDYJRAAJTAD-KTKRTIGZSA-N,C=C(CO)CC1CC(O)C2(C)OC3CC4OC5CC6(C)OC7(C)CCC8OC9CC%10(C)OC%11C(C)=CC(=O)OC%11CC%10OC9CC(C)C8OC7CC6OC5(C)C/C=C\C4OC3CC2O1,1
FYXHGVMFJYHPFX-LURJTMIESA-N,CO[P@](=O)(O)ON1C(N)=NC[C@H]1CN(C)C,1
CSUQNJQRLCOOSR-NAKBKFBQSA-N,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3cccc(O)c3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N2)NC1=O,1
NSKGQURZWSPSBC-VVPCINPTSA-N,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,0
KCCUXQNIEYYDAM-AWEZNQCLSA-N,Cc1ccccc1OC[C@H](O)COC(=O)c1cccnc1,0
NMFBGBYZBOKIGQ-GJZGRUSLSA-N,CC(C)c1ccc([C@@]2(C)OC[C@@H](N(C=O)CO)O2)cc1,0
REQUQJQPNHWTGW-BMIGLBTASA-N,CCN(CC)[P@@]1(=O)OC(C)(C)C[C@]1(C)O,0
LXDBZXKZNYQYON-JQWIXIFHSA-N,C[C@]1(c2ccccc2)O[C@@H](COC(N)=O)CS1,0
PHNZPQMKWINQHJ-DHDCSXOGSA-N,COc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)c(OC)c1,0
UACFJBOCHCIHFC-UVTDQMKNSA-N,COc1cccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)c1OC,0
IVLUAGYBDRGAPC-LRDDRELGSA-N,CC1(C)C[C@@](C)(O)[P@](=O)(c2ccccc2)O1,0
ISGNUHLBFNANBV-CMPLNLGQSA-N,C[C@@]1(c2ccc(Cl)cc2)O[C@@H](COC(N)=O)CS1,0
OWLROUCFMMJRCT-UJHPFZFGSA-N,O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CN1CCCC1,0
XFXUAEWFQNFSNW-SNVBAGLBSA-N,C[C@H](COC(=O)COc1ccc(Cl)cc1)N(C)C,0
MXUNKHLAEDCYJL-JTQLQIEISA-N,Cc1cccc(N2C[C@@H](CO)OC2=O)c1,0
SHLGUEVDTGWLBS-JTQLQIEISA-N,CCCOc1ccccc1OC[C@@H](O)CO,0
DVEQCIBLXRSYPH-LLVKDONJSA-N,CCCC[C@@H]1C(=O)NC(=O)N(C2CCCCC2)C1=O,0
SKPLBLUECSEIFO-QMMMGPOBSA-N,NC(=O)OC[C@@H](O)COc1ccc(Cl)cc1,1
YJGVMLPVUAXIQN-HAEOHBJNSA-N,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,1
HLPPSQPFFGNHHE-PKOBYXMFSA-N,CCN(C)[C@H]1CCN([C@@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,1
BMEIVZSKOZFHRN-UITAMQMPSA-N,O=C/C=C(\Cl)c1ccc(Br)cc1,1
NMLUOJBSAYAYEM-AZQGJTAVSA-N,CC[C@H]1CN2CCc3c([nH]c4ccccc34)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1
SLRCCWJSBJZJBV-TUVASFSCSA-N,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1,1
ICINRXQSNJZVLB-VOTSOKGWSA-N,O=C(/C=C/c1ccccc1)OCCF,1
ULEFBGMSKLBBKF-AWEZNQCLSA-N,CCN1CCC[C@H](Nc2cc(C)nc(NC(=N)Nc3ccc(Cl)c(Cl)c3)n2)C1,1
VXSLBTSUIZUVFX-NSHDSACASA-N,CCN1CCC[C@H]1c1cccnc1,1
ROMXQUBLTVIACV-NSHDSACASA-N,CC(C)CC1=C(C(=O)c2ccoc2)C[C@@H](C)C1,1
unknown,C#CCN1C(=O)[C@H]2CC=CC[C@@H]2C1=O,0
unknown,C/C=C1\CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@H]1[C@H](C(=O)OC)[C@@H]1OC[C@H]2[C@H]3C[C@@H]4N(CC[C@]45c4ccccc4N1[C@@H]25)C[C@H]3CC,1
unknown,C/C=C1\CN2[C@@H]3C[C@@H]1[C@H](CO)[C@H]2Cc1c3[nH]c2cc(OC)ccc12,1
unknown,C/C=C\C(=O)C[C@@H]1CC[C@H](C)[C@@H](CC(=O)NC[C@H](O)[C@H](C)C(=O)NCCC[C@H]2O[C@@]3(CCC[C@@H](CC[C@H](C)/C=C(\C)[C@@H](C)O)O3)CC[C@@H]2C)O1,1
unknown,C=C(C(=O)O)[C@@H]1CC[C@]2(C)CCC=C(C)[C@@H]2C1,1
unknown,C=C(C=O)C[C@H]1C[C@@H](O)[C@]2(C)O[C@@H]3C[C@@H]4O[C@@H]5C[C@@]6(C)O[C@]7(C)CC[C@@H]8O[C@H]9C[C@@]%10(C)O[C@@H]%11C(C)=CC(=O)O[C@@H]%11C[C@H]%10O[C@H]9C[C@@H](C)[C@H]8O[C@H]7C[C@H]6O[C@@]5(C)CC=C[C@H]4O[C@H]3C[C@H]2O1,1
unknown,C=CCC1(C[C@@H](C)Br)C(=O)NC(=O)NC1=O,0
unknown,C=CCC1(C[C@H](C)OC)C(=O)NC(=O)NC1=O,1
unknown,CC(=N\N)/C(=N/O)Nc1ccc(Cl)cc1,1
unknown,CC(=N\N)/C(=N/O)Nc1ccc(N(C)C)cc1,1
unknown,CC(=N\N)/C(=N/O)Nc1ccc(N(CCCl)CCCl)cc1,1
unknown,CC(=N\N)/C(=N/O)Nc1cccc(Cl)c1,1
unknown,CC(=N\N)/C(=N/c1cccc(C)c1)NO,1
unknown,CC(=O)O[C@@H]1C(=O)[C@@]23C[C@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@H](Cl)[C@H](O)C(C)(C)[C@]12O)[C@](C)(O)C3,1
unknown,CC(=O)O[C@@H]1C(=O)[C@]23C[C@@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@@H]4O[C@@H]4C(C)(C)[C@@]12O)[C@](C)(O)C3,1
unknown,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,1
unknown,CC(=O)O[P@@]1(=O)OCC(C)(C)C[C@]1(C)O,0
unknown,CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,1
unknown,CC(C)[C@@H](C)[C@@]1(C(=O)NC(N)=O)C[C@H](C)OC1=O,0
unknown,CC(C)[C@H]1C[C@@H](C)OC1=O,0
unknown,CC(C)c1ccc([C@@]2(C)OC[C@H](CO)O2)cc1,0
unknown,CC(C)c1ccc([C@@]2(C)O[C@@H](CO)CS2)cc1,0
unknown,CC(C)c1ccc([C@@]2(C)SC[C@@H](COC(N)=O)S2)cc1,0
unknown,CC/[GeH]=N/O,0
unknown,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@H]5CC[C@]43C)[C@H]2C1,0
unknown,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@@H](O[C@H]6O[C@H](C(=O)O)[C@@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)C(C)(C)[C@H]5CC[C@]43C)[C@H]2C1,0
unknown,CC1(C)OC(=O)N(CC[C@@H](O)CO)C1=O,0
unknown,CC1(C)O[C@@H]2C(=O)[C@]34C[C@@H](CC[C@H]3[C@@](C)(O)[C@H]3[C@H]5O[C@@H]5C(C)(C)[C@@]23O1)[C@](C)(O)C4,1
unknown,CC1(C)SC[C@@H](COC(N)=O)S1,0
unknown,CC1(C)[C@H]2O[C@@H]2[C@@H]2[C@@]1(O)[C@H](O)C(=O)[C@]13C[C@@H](CC[C@@H]1[C@@]2(C)O)[C@](C)(O)C3,1
unknown,CCC1(CC)C(=O)NC(=O)N(C[C@@H](C)O)C1=O,0
unknown,CCC1(C[C@H](O)c2ccccc2)C(=O)NC(=O)NC1=O,0
unknown,CCC1(C[C@H](O)c2cccnc2)C(=O)NC(=O)NC1=O,0
unknown,CCCCC1(C)[C@@H](C#N)C(=O)NC(=O)[C@H]1C#N,1
unknown,CCCCCCC1(C)[C@@H](C#N)C(=O)NC(=O)[C@H]1C#N,1
unknown,CCCCCO[P@@]1(=O)OC(C)(C)C[C@]1(C)O,1
unknown,CCCCN(CCCC)C[C@@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,1
unknown,CCCCOC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0
unknown,CCCCO[P@@]1(=O)OC(C)(C)C[C@]1(C)O,0
unknown,CCCCOc1ccccc1OC[C@@H](O)CO,0
unknown,CCCOC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0
unknown,CCCO[C@@H]1CC1(Cl)Cl,1
unknown,CCCO[P@@]1(=O)OC(C)(C)C[C@]1(C)O,0
unknown,CCC[C@@H](COC(N)=O)[C@H](C)OC(N)=O,0
unknown,CCC[C@@H](C[C@H](C)OC(N)=O)OC(N)=O,0
unknown,CCC[C@@H](O)N(CN(CCCC(=O)O)C(=O)c1ccccc1)C1=NCCN1,1
unknown,CCC[C@@H]1N2CCCC[C@@H]2[C@@H]2c3c(c4ccccc4n3C)CCN21,0
unknown,CCC[C@@]1(c2ccccc2)O[C@@H](COC(N)=O)CS1,0
unknown,CCCn1c(=O)c2c(ncn2CCCC[C@@H](C)O)n(C)c1=O,1
unknown,CCN(CC)C(=O)[C@@]1(c2ccccc2)CCC(=O)O1,0
unknown,CCN(CC)C[C@@H](C)OC(=O)COc1ccc(Cl)cc1,1
unknown,CCN(CC)[C@H](C)COC(=O)COc1ccc(Cl)cc1,1
unknown,CCOC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0
unknown,CCOC[C@H](O)COc1ccccc1,0
unknown,CCO[P@@]1(=S)OC(C)(C)C[C@]1(C)O,1
unknown,CCOc1ccc(NC(=N\O)/C(C)=N/N)cc1,1
unknown,CC[C@@H](C)OC(=O)/C=C/c1ccccc1S(N)(=O)=O,0
unknown,CC[C@@H](C)OC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0
unknown,CC[C@@H](O)CN(CN(CCCC(=O)O)C(=O)c1ccccc1)C1=NCCN1,1
unknown,CC[C@H]1N2CCc3c(n(C)c4ccccc34)[C@@H]2[C@H]2CCCCN21,1
unknown,CC[C@H]1O[C@@H]2O[C@H](/C=C/C=C/C=C/c3oc(=O)cc(OC)c3C)[C@@H](O)[C@]2(C)[C@@]1(C)O,1
unknown,CN(C)[P@@]1(=O)OC(C)(C)C[C@]1(C)O,0
unknown,CN1CCC[C@@H]1CC(=O)c1ccccc1,1
unknown,CN1CCC[C@@H]1CC(=O)c1cccs1,1
unknown,CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)c(Cl)c3)[C@@H]2C1,1
unknown,CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)c(Cl)c3)[C@H]2C1,1
unknown,CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)cc3)[C@@H]2C1,1
unknown,CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)cc3)[C@H]2C1,1
unknown,CN1CC[C@H]2CCC[C@H](NC(=O)c3ccccc3)[C@@H]2C1,1
unknown,CN1CC[C@H]2CCC[C@H](NC(=O)c3ccccc3)[C@H]2C1,1
unknown,CN1[C@H]2CC[C@H]1CC(OC(=O)COc1ccc(Cl)cc1)C2,1
unknown,CNC(=O)[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,1
unknown,COC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0
unknown,COC(=O)[C@H]1[C@@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1
unknown,COC(=O)[C@](F)(Br)C(F)(F)C(F)(F)F,1
unknown,COC/C=C1/CN2[C@H]3C[C@]45C(=Nc6c(OC)cc(OC)c(OC)c64)OC[C@H]3[C@H]1C[C@H]25,1
unknown,CO[C@H]1C[C@@H]2C=CC[C@@H](C[C@H](OC)[C@@]3(CO3)[C@@H](OC)C[C@@H](OC)[C@H](C)[C@@H]([C@@H](C)[C@@H](O)[C@@H](C)CCC(=O)[C@H](C)[C@H](OC)[C@H](C)/C=C/N(C)C=O)OC(=O)C=CC(C)=C[C@@H]1O)O2,1
unknown,CO[C@](F)(Br)C(Br)(C(F)(F)F)C(F)(F)F,1
unknown,COc1cc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@@H]23)cc(OC)c1OC,1
unknown,COc1cc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@H]23)cc(OC)c1OC,1
unknown,COc1cc(OC)cc(OC[C@@H](O)CO)c1,0
unknown,COc1ccc(/N=C(NO)/C(C)=N/N)cc1,1
unknown,COc1ccc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@@H]23)cc1,1
unknown,COc1ccc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@@H]23)cc1OC,0
unknown,COc1ccc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@H]23)cc1,1
unknown,COc1ccc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@H]23)cc1OC,0
unknown,COc1cccc(OC[C@@](C)(O)CO)c1,0
unknown,COc1ccccc1C(=O)N[C@H]1CCC[C@@H]2CCN(C)C[C@@H]12,1
unknown,COc1ccccc1C(=O)N[C@H]1CCC[C@@H]2CCN(C)C[C@H]12,1
unknown,COc1ccccc1OC[C@H](O)COC(=O)c1cccnc1,0
unknown,CS[C@@H](NC(=O)c1ccccc1)C(N)=O,0
unknown,C[C@@H](O)C[C@@H](O)Cc1ccoc1,1
unknown,C[C@@H]1N2CCc3c(n(C)c4ccccc34)[C@@H]2[C@H]2CCCCN12,1
unknown,C[C@@H]1O[C@]12C[C@@H](C)[C@@](C)(O)C(=O)OCC1=CCN(C)CC[C@@H](OC2=O)C1=O,0
unknown,C[C@@H]1[C@H]2C3=CC[C@H]4[C@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C(=O)O)CC[C@]2(C(=O)O)CC[C@H]1C,1
unknown,C[C@@]1([C@H](Br)[C@H](Br)c2ccccc2)NC(=O)N(CN2CCOCC2)C1=O,0
unknown,C[C@H](CN(C)C)OC(=O)COc1ccc(Cl)cc1,0
