InChIKey,SMILES,Cardiotoxicity-30_target
HMZZDEOXHBOUGX-UHFFFAOYSA-N,COc1c(C(C)(C)C)cc(C(=O)NCC2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc1C(C)(C)C,1
NMPOSNRHZIWLLL-LVQVYYBASA-N,CCOC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@H]2CC[C@H]1N2C,1
XMSAEMGLTAFMTQ-UHFFFAOYSA-N,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(C)cc4)CC3)n2)c1C,1
IZCPYZKASNDPHY-UHFFFAOYSA-N,CCC(=O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1
DJILKXZJMQURGL-CYBMUJFWSA-N,C[C@H](c1c(CCN(C)C)sc2ccccc12)n1cccn1,1
LCVAXBGAPPQTSM-SANMLTNESA-N,CC(C)(C)c1cc(C(=O)NC[C@@H]2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1,1
PGOCOUCDFIYOBE-UHFFFAOYSA-N,Cc1ccc2cccc(NC(=O)[C@]3(O)CC[C@@H](NCc4cc5c(cn4)OCCO5)CC3)c2n1,1
HTIQEAQVCYTUBX-QGZVFWFLSA-O,CCOC(=O)C1=C(COCC[NH3+])NC(C)=C(C(=O)OC)[C@H]1c1ccccc1Cl,1
HMZZDEOXHBOUGX-SANMLTNESA-N,COc1c(C(C)(C)C)cc(C(=O)NC[C@@H]2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc1C(C)(C)C,1
NKXJSCXEAVZSMF-UHFFFAOYSA-N,COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,1
DOZVRJKBMMJUEA-UHFFFAOYSA-N,COc1ccc2ncc(Cl)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,1
XWUWFTNLBIWYTM-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(OCC(F)(F)F)c(C(=O)N2CCN(c3ccc(C#N)cc3F)CC2)c1,1
QKLSEEQZERDNCY-FQEVSTJZSA-N,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2C[C@@H]2CCCN2)c1,1
WXHIYPPCEREDIX-UHFFFAOYSA-N,COc1ccc(OC2CN(C(=O)NC3CCN(Cc4ccn(-c5ccc(C(F)(F)F)cc5)c4)CC3)C2)cc1,1
BYBLEWFAAKGYCD-SFHVURJKSA-N,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1
LXOHJARDVFSOPS-UHFFFAOYSA-N,Cc1ccc(Cn2c(C3CNCCO3)nc3ccccc32)cc1C,1
DCOOJMBFLSZUEL-UHFFFAOYSA-N,COc1ccc(-c2cc(-c3ccc(S(=O)(=O)NC4CC4)cc3)cnc2N)cn1,1
BEXVBWGCOSRYDF-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1cccnc1,1
XBMIVRRWGCYBTQ-XMSQKQJNSA-O,CC[C@@H](OC(C)=O)C(C[C@@H](C)[NH+](C)C)(c1ccccc1)c1ccccc1,1
RSYFEHSGTZNRPM-UHFFFAOYSA-N,CC(=O)Nc1cccc(N2CCN(CCCCN(C)S(=O)(=O)CC(C)C)CC2)c1,1
KGWCLBPCJLUGQJ-UHFFFAOYSA-N,CCCOC(c1ccc(Cl)c(Cl)c1)C1CNC1,1
UPROBLPRPWYJGN-UHFFFAOYSA-N,O=S(=O)(c1ccccc1F)N1CCOc2c(N3CCNCC3)cccc21,1
FVYCZVOQAJZLBF-SFHVURJKSA-N,Cc1cc(C)n(-c2cc(NC(=O)CCN3CC[C@H](N(C)C)C3)nc(-c3ccc(C)o3)n2)n1,1
WIQRCHMSJFFONW-HNNXBMFYSA-O,[NH3+]CC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1
PJLIHYXPEOMIMJ-HXUWFJFHSA-N,c1ccc([C@]2(CCNCc3cccs3)CCOC3(CCCC3)C2)nc1,1
IGUBZXXWVQQSPY-GOSISDBHSA-N,Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,1
GQTWGOYRIPIZBV-HSZRJFAPSA-N,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCC[C@@H]2CO)c1,1
ZAXPNQCHLXWUKI-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccc(-c3ccc(Cl)cc3)o2)CC1)N1CCCC(CO)C1,1
PNUNTGVSYVVWCT-QZNYNHHHSA-N,CCOC(=O)N1[C@H]2CC[C@@H]1C[C@@H](CN1CC[C@H](N3C(=O)Cc4ccccc43)C1)C2,1
NKTMNGMXYFVHFC-UHFFFAOYSA-N,Cn1cccc1CNC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
SZWVUASESVZMCY-KCJUWKMLSA-N,Cc1c(Cl)ccc2c1N1[C@H](CNC[C@H]1C)C2,1
QBYYFLZCKXHEJS-UHFFFAOYSA-N,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1,1
JFTTWRHSUYMBCX-UHFFFAOYSA-N,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,1
YRDBYJNFZJBXNY-UHFFFAOYSA-N,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1
LZSBNYPDVQHPAO-VQHVLOKHSA-N,Cc1[nH]c2ccccc2c1CCN1CCc2ccc(/C=C/C(=O)NO)cc2C1,1
ZBSBZEVAXLBBKU-UHFFFAOYSA-N,Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c3nc(F)ccc23)c1,1
XQLWNAFCTODIRK-UHFFFAOYSA-O,COc1ccc(CC[N+](C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,1
LCVAXBGAPPQTSM-UHFFFAOYSA-N,CC(C)(C)c1cc(C(=O)NCC2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1,1
LCXRMOKMNODMLL-UHFFFAOYSA-N,Cc1cc(C)n(CC(NC(=O)NC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)c2ccccc2)n1,1
KVHHQGIIZCJATJ-SMDDNHRTSA-O,C[C@@H](C[NH+](C)C)[C@](C)(O)Cc1ccc(Cl)cc1,1
AMHIHFBLZRZNPB-UHFFFAOYSA-N,c1ccc(CCNCCC(c2ccccc2)c2ccccc2)cc1,1
UKUXMAFSBAOKLA-UHFFFAOYSA-N,CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC(C)C)CC2)c1,1
BKVYIWKPPJAXRW-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C#N)cc2F)CC1)C(F)(F)F,1
CFJMRBQWBDQYMK-UHFFFAOYSA-O,CC[NH+](CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,1
ZVNXZBKZPNNNOA-AZUAARDMSA-N,COc1ccc2ncc(F)c(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2n1,1
SGJZGUFWKZGFBS-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CC(N2CCCOCC2)C1,1
SOEIQDGWTONCHH-UHFFFAOYSA-N,Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)cc1-c1ccc(C(F)(F)F)cc1,1
SRXKNIWFNXRRCM-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC1c1cccnc1,1
FIUQBVQVQVVBHN-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCCC1CCO,1
UPKQNCPKPOLASS-SANMLTNESA-O,COc1ccc(CC[NH2+]CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1
SFIDYRMKQHYGNT-UHFFFAOYSA-N,CCCCOc1ccc(S(=O)(=O)NCCc2c[nH]c3ccccc23)cc1,1
FHJQISPBEYPYDY-VQHVLOKHSA-N,Cc1[nH]c2ccccc2c1CCN1CCc2ccc(/C=C/C(=O)NO)cc2CC1,1
ORJWZBKFHYBQDC-OAHLLOKOSA-N,O=C(N[C@@H]1CN2CCC1CC2)c1cccc2oc(N3CCOCC3)nc12,1
FCSMVWQCPUGEEG-UHFFFAOYSA-N,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C#N)cc2F)CC1,1
XJUYCXXYIFQXPT-UHFFFAOYSA-N,CN1CCN=C1Cn1ncc2cc(-n3ccc(OCc4ccccc4)cc3=O)ccc21,1
UUVJAPHKXSSWSL-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1CO)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
ZHUPKALTWVLYNU-UHFFFAOYSA-N,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCC(c2ccccc2)CC1,1
HLAPBHGJHLAYSD-UHFFFAOYSA-N,Cc1cc(OCCN2CCOCC2)nn1-c1ccc(Cl)c(Cl)c1,1
APVXBLPJSJGGAJ-UHFFFAOYSA-N,CCc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1
XYJGESNOBLCYIX-SFHVURJKSA-N,CCOC(=O)N1CCC(C)(CN2CC[C@H](N3C(=O)Cc4ccccc43)C2)CC1,1
SYNXMLXHBZIEOT-UHFFFAOYSA-N,CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC,1
MPUUTGILUJDKKP-UHFFFAOYSA-N,COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cn1,1
UIBIRCANCAKLIN-RISCZKNCSA-N,Clc1ccc([C@@]23CCCC[C@@H]2CNC3)cc1Cl,1
XCKWZWHQTKSVSW-UHFFFAOYSA-N,CC(C)(C)c1cc(C(=O)Nc2nc(CN)cs2)n(Cc2ccccc2)n1,1
PFMIUDMPFMYSDC-WIYYLYMNSA-N,Cc1ccc(C[C@H]2CCN(CCS(=O)(=O)c3ccc(O)cc3)C[C@H]2O)cc1,1
MFWNKCLOYSRHCJ-ZIAGYGMSSA-N,CN1[C@@H]2CCC[C@@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,1
SPWZXWDPAWDKQE-UHFFFAOYSA-N,CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1,1
HRZRYVPXWIYFIB-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccccc1)c1ccccc1,1
UNDGBOSCPSZNOO-KRWDZBQOSA-N,CCOC(=O)N1CCC(O)(CN2CC[C@H](N3C(=O)Cc4ccccc43)C2)CC1,1
DJBNUMBKLMJRSA-LLVKDONJSA-O,O=C(NC[C@H]1CCCC[NH2+]1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,1
GKKXKERIMABTMR-AUSIDOKSSA-N,O=C(NC[C@H]1CCCC[C@H]1O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
WSEQXVZVJXJVFP-HXUWFJFHSA-O,C[NH+](C)CCC[C@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1
TYHOTEDHXUXEPY-UHFFFAOYSA-N,CC(=O)Nc1cccc(N2CCN(CCCCN(C)S(=O)(=O)CC3CCCCC3)CC2)c1,1
PITSXODQFZPJCK-FQEVSTJZSA-N,COc1ccc2nccc([C@@H](O)CN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,1
IHADGKOGTFHZIG-UHFFFAOYSA-N,N#Cc1ccc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)cc1,1
NQDWSKCPAPDCEI-UHFFFAOYSA-N,O=S(=O)(CCN1CCC(Cc2ccccc2)CC1)c1ccc(O)cc1,1
TZAVEMGJPFYKKA-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(Cn1cccn1)c1ccccc1,1
SSYPIIPRUWAYCB-UHFFFAOYSA-N,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(Oc4ccc(C(F)(F)F)cc4)CC3)n2)c1C,1
QIDBLHIQPFHHSN-UHFFFAOYSA-N,CCOC(=O)N1CCN(CCOc2cc(C)n(-c3ccc(Cl)c(Cl)c3)n2)CC1,1
FEYNATNTSNGKKO-DOMZBBRYSA-N,CN1C[C@H]2CCCC[C@@]2(c2ccc(Cl)c(Cl)c2)C1,1
BKVXJUVJYOXVBD-UHFFFAOYSA-N,Cc1cc(C)n(-c2cc(NC(=O)CC3CCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,1
LMFPOQCLAWEMKA-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2F)c(C(=O)Nc2ccc(Cl)cn2)c1,1
IEDLKCWENXRGTD-UHFFFAOYSA-N,COC(C)(C)CCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,1
ZJYHULVNOMALBG-UHFFFAOYSA-N,Cc1ccc(N2CCN(CC(O)COc3ccccc3C(=O)CCc3ccccc3)CC2)cc1,1
JNNOSTQEZICQQP-UHFFFAOYSA-N,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,1
VLUCTGXHNZESMM-UHFFFAOYSA-N,CC(=O)C1CCN(CCOc2ccn(-c3ccc(Cl)c(Cl)c3)n2)CC1,1
CUSCSOGEMCLGCL-UHFFFAOYSA-N,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Sc3ccc(C(=O)O)cc3)cc2C(=O)Nc2ccc(Cl)cn2)cc1,1
PLRMNOWCTGLROO-UHFFFAOYSA-N,COC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(Br)cc1,1
GEOPXFJNOXEGPU-HZPDHXFCSA-N,CN(C)[C@@H]1CCC[C@H]1Nc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F,1
HLFQPMNDRXUKAD-UHFFFAOYSA-N,CN1CCN(C(=O)NC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)C(c2ccccc2)C1,1
KVTPLEPXMVVCIZ-CJNGLKHVSA-N,CCN1C[C@H]2CCCC[C@@]2(c2ccc(Cl)c(Cl)c2)C1,1
WGKXETUOZHHSRI-UHFFFAOYSA-N,CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)c(F)c2)C1,1
BHTGEWHBEIZLOP-VQHVLOKHSA-N,Cc1[nH]c2ccccc2c1CCN1Cc2ccc(/C=C/C(=O)NO)cc2C1,1
YPELFRMCRYSPKZ-UHFFFAOYSA-N,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,1
IATGNHOMUXVGCQ-LLVKDONJSA-N,Nc1nc2c(C(=O)N[C@@H]3CN4CCC3CC4)cc(Cl)cc2o1,1
KTGYQSLCEGJTLM-UHFFFAOYSA-N,O=C(CCc1ccccc1)c1cc(F)ccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1
HOTDCTULQONLKR-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC(CO)C1,1
MBFAOOZDUTUYCE-SANMLTNESA-N,COc1c(C(C)(C)C)cc(C(=O)N2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@@H]2C)cc1C(C)(C)C,1
LCVAXBGAPPQTSM-AREMUKBSSA-N,CC(C)(C)c1cc(C(=O)NC[C@H]2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1,1
OEUKDGTYEZUHLE-KYJUHHDHSA-N,CN(C)C(=O)[C@@H]1CCCN1Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(F)cc3)cc1)C2,1
CTJRRDKOXVXXEW-RNMWKOHKSA-N,CN1C[C@@H](C(=O)Nc2ccc(Cl)cc2)[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,1
HMZZDEOXHBOUGX-AREMUKBSSA-N,COc1c(C(C)(C)C)cc(C(=O)NC[C@H]2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc1C(C)(C)C,1
DPURAGOSIHFKPV-UHFFFAOYSA-N,COc1c(O)c(C(C)=O)c(OCc2ccc(Cl)cc2)c2ccoc12,1
RZRAMVRYNHVTFQ-IBGZPJMESA-N,COc1ccc2ncc(F)c([C@@H](O)CN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,1
CJSJNSBZZGUXSR-UHFFFAOYSA-N,CC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1
QWGDMFLQWFTERH-UHFFFAOYSA-O,Clc1ccc2c(c1)C(N1CC[NH2+]CC1)=Nc1ccccc1O2,1
NYUKWJXYAADYOO-DEOSSOPVSA-N,CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(Cl)cc3)nc1)C2,1
DHAIYNYURHDUCT-DEOSSOPVSA-N,CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(F)cc3)cn1)C2,1
YACXOXQTGJXYNX-UHFFFAOYSA-N,COCCOCC#Cc1cc(-c2n[nH]c3c2C(=O)c2cc(CN4CCN(C)CC4)ccc2-3)cs1,1
RCJIOMDJRBCHJE-RISCZKNCSA-N,CN1C[C@H]2CCC[C@@]2(c2ccc(Cl)c(Cl)c2)C1,1
JQDQZOXTHDIVIV-UHFFFAOYSA-N,CN1CCCc2cc(NC(=O)c3ccc(-c4ccc(Cl)cc4)o3)ccc21,1
AOXSXQRGGNJIMQ-QGZVFWFLSA-N,CONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,1
RVCDGNPKKGACSU-UHFFFAOYSA-N,Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)cc1-c1ccc(C(F)(F)F)cc1,1
MZDVIWLUBFQDCL-UHFFFAOYSA-N,CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(Cl)c(F)c2)C1,1
NIFJWDNQUGBNEW-UHFFFAOYSA-N,CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1,1
RCJIOMDJRBCHJE-SMDDNHRTSA-N,CN1C[C@@H]2CCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,1
FWPAVENSJPMGJO-UHFFFAOYSA-O,c1ccc(-c2[nH]c3ccccc3c2C2CC[NH2+]CC2)cc1,1
XKAZULVCCJWYHL-UHFFFAOYSA-N,CC(C)(N)C(=O)N1CCn2c(nc(-c3cccc(F)c3)c2Nc2ccc(F)cc2)C1,1
NYZLMSOMDMODPY-UHFFFAOYSA-N,COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,1
DMNOVGJWPASQDL-OAQYLSRUSA-N,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,1
ZPUCINDJVBIVPJ-APIJFGDWSA-N,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@H]2CC[C@H]1N2C,1
BTAHQEQRFWNWKD-CWLKWCNXSA-N,C[C@H]1CNC[C@H](C)N1c1nc2c(C(=O)NC3C[C@H]4CCC[C@H](C3)N4C)cccc2o1,1
HAFBPVOPBRQKOM-UHFFFAOYSA-N,c1cncc(-c2ccc(-c3noc(C4CN5CCC4CC5)n3)o2)c1,1
ZOSQXAHBYHMVCA-GXFFZTMASA-N,Clc1ccc([C@]23CCC[C@H]2CNC3)cc1Cl,1
UIBIRCANCAKLIN-SMDDNHRTSA-N,Clc1ccc([C@]23CCCC[C@H]2CNC3)cc1Cl,1
XAYOEIVNFJSYCT-INIZCTEOSA-N,CN1C[C@@H](N(Cc2ccccc2F)c2ccc(C#N)c(Cl)c2)CC1=O,1
OOQXPATWSOGSAV-UHFFFAOYSA-N,Cc1cc2cc(Nc3ncnn4cc(-c5nnc(C)o5)c(C(C)C)c34)cnc2[nH]1,1
NNDBXESVYQQFSH-OAHLLOKOSA-N,CC/N=C(\c1ccc(OC)c(OC)c1)N1CCCc2cc(C3=NNC(=O)S[C@@H]3C)ccc21,1
HVSJHHXUORMCGK-UONOGXRCSA-N,CCS(=O)(=O)N(C)[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O,1
WVYSNOLVBZRZDR-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2F)CC1)C(F)(F)F,1
LXXCGDJSCVIHPJ-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(CN1CCOCC1)c1ccccc1,1
TVEWYIHFSHLKRL-UHFFFAOYSA-N,CC(=O)N1CCC(c2cc(C)c(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,1
PZYNOSYZPXJRNG-NAHVQIJJSA-N,CN1C[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2F)[C@@H](C(=O)Nc2ccc(Cl)cc2)C1,1
PYHPYRVGHHVGEC-FYDYYVQNSA-N,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(F)cc(F)c5)C4)C[C@@H]3C(=O)O)c2c1,1
QBYGRJQJEUUFHI-CDFKWJNJSA-N,COC(=O)[C@@H]1C2CCC(C[C@@H]1C(=O)Oc1ccccc1)N2C,1
GKKXKERIMABTMR-WMZHIEFXSA-N,O=C(NC[C@@H]1CCCC[C@H]1O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
ZEDMSACHUKBGJU-HDICACEKSA-N,Cc1cc(OCCN2C[C@H](C)O[C@H](C)C2)nn1-c1ccc2ccccc2c1,1
ISKBVCXTQANZNE-MHZLTWQESA-N,CN(C(=O)c1ccc(-c2ccc(F)cc2)cc1)[C@H]1CCc2cc(CN3CCNC(=O)C3)ccc2C1,1
IZCXWLUHLXSGCA-UHFFFAOYSA-N,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCC4)CC2)CC1,1
WZZXJQIDLWOBDU-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,1
VPTXEPRGRRYVEP-UHFFFAOYSA-N,O=C(Cc1ccccc1)NCCN(c1ccccc1)c1ccccc1,1
MMJRIJVMZMXHPL-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCC(O)(Cc2ccccc2)CC1,1
XWZAXTGZXFCRFU-UHFFFAOYSA-N,CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3ccc(F)cc3)CC1=O)C2,1
JQIOFPJNEBMYKB-UHFFFAOYSA-N,CC1Cc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccncc3)CC4)c2O1,1
KTVZQGPZGOQBMV-UHFFFAOYSA-N,CN1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)nc4)c3)cc2)CC1,1
NKKHUNXEXXFYQF-UHFFFAOYSA-N,COc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,1
BUPUWXSDCRZSDH-GOSISDBHSA-N,COCC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,1
KYLOBHXXQOZRKK-KBPBESRZSA-N,CN1C[C@@H]2C(CN(Cc3ccc(F)c(Cl)c3)C(=O)c3cn(C)cn3)[C@H]2C1,1
PXPSNIUEMVGLPF-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccc(OCCCN3C(=O)CSC3=O)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,1
VAXDISKYVOZCHP-UHFFFAOYSA-N,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CC2=NCCN2)c1,1
VVCYJFVTVHMTBV-HSZRJFAPSA-N,O=C(Cc1ccc(C(F)(F)F)cc1C(F)(F)F)N[C@@H]1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O,1
SEKAQUSPSDPIAN-UHFFFAOYSA-N,CC(Oc1ccccc1CC1CC1)C1=NCCN1,1
XHOLNRLADUSQLD-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,1
JVIQXYQBYHGBQA-UHFFFAOYSA-N,COc1c(C(C)=O)c(O)c(OCc2ccc(Br)cc2)c2occc12,1
IKXBGIDOAZUISA-UHFFFAOYSA-N,COc1c(C(C)(C)C)cc(C(=O)N2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,1
DZPCZIBGZIYEKK-QFIPXVFZSA-N,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CC[C@H](O)C2)c1,1
DNVBBWNTRFFIHW-CQSZACIVSA-N,C[C@@H]1CCCN1CCCOc1ccc(-c2cn[nH]c(=O)c2)cc1,1
NTBMDNFTKNXWSC-UHFFFAOYSA-N,COc1ccc(-c2cc(-c3ccc(S(=O)(=O)N(C)C)cc3)cnc2N)cn1,1
SARLJYCGRBSBIR-ACCUITESSA-N,CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2Cl)C1,1
UFZMURFKAOEOKB-PMERELPUSA-N,Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(Cl)c2)CC1,1
UBTBYWQGFUUODC-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1)C(F)(F)F,1
MXDQNCXNQJMIEH-UHFFFAOYSA-N,Cc1nc(N2CCCC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,1
QPCVHQBVMYCJOM-UHFFFAOYSA-O,CCCOC(C(=O)OC1CC[NH+](C)CC1)(c1ccccc1)c1ccccc1,1
SRZRLJWUQFIZRH-CABCVRRESA-N,CN([C@@H]1c2cc(OCCCC(F)(F)F)ccc2OC(C)(C)[C@H]1O)S(C)(=O)=O,1
ONJIDPSNVZIKJS-DEOSSOPVSA-N,CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(F)cc3)nc1)C2,1
CTJRRDKOXVXXEW-HNAOKYFASA-N,CN1C[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)[C@@H](C(=O)Nc2ccc(Cl)cc2)C1,1
